name,height,reach,dob,url
Ryan Quinn,"5' 8""",--,--,http://ufcstats.com/fighter-details/cc23ed51619421a3
Rameau Thierry Sokoudjou,"5' 10""","78""","Apr 18, 1984",http://ufcstats.com/fighter-details/d1152823307d7e7c
Danny Castillo,"5' 9""","71""","Aug 25, 1979",http://ufcstats.com/fighter-details/d1e7fc58d4225cdf
Mike de la Torre,"5' 11""","71""","Sep 22, 1986",http://ufcstats.com/fighter-details/1971869b7e054261
Kevin Aguilar,"5' 7""","73""","Sep 07, 1988",http://ufcstats.com/fighter-details/cf946e03ba2e7666
Ricky Steele,"5' 9""","74""","May 26, 1988",http://ufcstats.com/fighter-details/09a6ed4ee97a5606
Victor Reyna,"5' 11""","74""","Aug 05, 1986",http://ufcstats.com/fighter-details/e9bbcc6530e4cbe6
Branko Cikatic,"6' 1""",--,"Oct 03, 1954",http://ufcstats.com/fighter-details/4e5bbc4566049cbf
Sean Lally,"6' 0""",--,"Nov 04, 1990",http://ufcstats.com/fighter-details/e62ce041bb7aeb1f
Abu Azaitar,"5' 9""","76""","Mar 10, 1986",http://ufcstats.com/fighter-details/46d0a888d87d91ac
Alexia Thainara,"5' 4""","67""","Nov 20, 1995",http://ufcstats.com/fighter-details/545092d13c67aa49
Ricky Calatayud,"5' 9""",--,"Oct 10, 1982",http://ufcstats.com/fighter-details/800feaa25700a85f
Josh Wick,"5' 9""","69""","Oct 04, 1994",http://ufcstats.com/fighter-details/13935768cf8aeb86
Antonio Carlos Junior,"6' 2""","79""","Mar 16, 1990",http://ufcstats.com/fighter-details/52e76bb4b3e852f3
Jonathan Martinez,"5' 8""","70""","Apr 20, 1994",http://ufcstats.com/fighter-details/f2477cf43c4975cc
Ty Flores,"6' 3""","73""","Dec 22, 1993",http://ufcstats.com/fighter-details/4bb0f74d5e26f89a
SangHoon Yoo,"6' 0""","74""","Jan 18, 1990",http://ufcstats.com/fighter-details/00b490982afd1b17
Townsend Saunders,"5' 5""",--,--,http://ufcstats.com/fighter-details/20bd6c3e03c46ee6
Ben Lagman,"6' 2""",--,"Sep 04, 1986",http://ufcstats.com/fighter-details/b40e65d71a8d4ce5
Jake Hadley,"5' 7""","70""","Aug 03, 1996",http://ufcstats.com/fighter-details/60a42bf82447c919
William Macario,"5' 11""","75""","Jul 01, 1991",http://ufcstats.com/fighter-details/ed74afc8b5b47a61
Alex Torres,"5' 10""",--,"May 29, 1988",http://ufcstats.com/fighter-details/e4e0f310b3cf23a8
Joseph Benavidez,"5' 4""","65""","Jul 31, 1984",http://ufcstats.com/fighter-details/80eacd4da0617c57
Jorge Lopez,"5' 10""",--,"Nov 21, 1988",http://ufcstats.com/fighter-details/ee624ee2a18f2a43
Rex Holman,"6' 3""",--,--,http://ufcstats.com/fighter-details/b5ea750025697880
Roque Conceicao,"5' 4""","67""","Oct 27, 1999",http://ufcstats.com/fighter-details/b4ebc1539a08054b
Ikram Aliskerov,"6' 0""","76""","Dec 07, 1992",http://ufcstats.com/fighter-details/b07aed698fba8624
Brad Tavares,"6' 1""","74""","Dec 21, 1987",http://ufcstats.com/fighter-details/0c6d9ea8306c029e
Justin Buchholz,"6' 0""","73""","Aug 22, 1983",http://ufcstats.com/fighter-details/231926533134ec1f
Colin Fletcher,"6' 2""",--,"Jan 08, 1983",http://ufcstats.com/fighter-details/7d09200f6a77b20e
Yuneisy Duben,"5' 4""","65""","Jul 08, 1996",http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b
Josh Koscheck,"5' 10""","73""","Nov 30, 1977",http://ufcstats.com/fighter-details/dd37fd509af89f15
Mario Sperry,"6' 2""",--,"Sep 28, 1966",http://ufcstats.com/fighter-details/5f2197acaba7d5ef
Shauna Bannon,"5' 5""","65""","Oct 23, 1993",http://ufcstats.com/fighter-details/9c442aaf149ea982
Joe Ray,--,--,"Dec 17, 1984",http://ufcstats.com/fighter-details/d92e6e17f637fe4d
Adlan Amagov,"6' 2""","76""","Oct 30, 1986",http://ufcstats.com/fighter-details/1e327b281ef6a745
Jutaro Nakao,"5' 9""",--,"Nov 30, 1970",http://ufcstats.com/fighter-details/95eb112a85601a0a
Iasmin Lucindo,"5' 3""","66""","Jan 08, 2002",http://ufcstats.com/fighter-details/abcf2cc6efc42031
Hyder Amil,"5' 9""","70""","May 28, 1990",http://ufcstats.com/fighter-details/41cc71cbf210e0fe
Sean Sherk,"5' 6""","67""","Aug 05, 1973",http://ufcstats.com/fighter-details/029880cdbf5ca089
Cameron Dollar,"5' 11""",--,"May 12, 1987",http://ufcstats.com/fighter-details/3bbcd63a016d9715
Mayana Kellem,"5' 5""",--,"Jul 07, 1981",http://ufcstats.com/fighter-details/c788481ae19e798d
George Zuniga,"5' 9""",--,--,http://ufcstats.com/fighter-details/1291dd6b8ab4d952
Jeka Saragih,"5' 8""","69""","Jan 01, 1995",http://ufcstats.com/fighter-details/57186c150c645200
Lerone Murphy,"5' 9""","73""","Jul 22, 1991",http://ufcstats.com/fighter-details/396fe87b84ac2e1c
Zak Ottow,"5' 11""","72""","Dec 22, 1986",http://ufcstats.com/fighter-details/47cd337b86b1af92
Brian Cobb,"5' 11""",--,"Sep 03, 1980",http://ufcstats.com/fighter-details/3138fab619faf4d1
Chi Lewis-Parry,"6' 9""",--,"Aug 10, 1983",http://ufcstats.com/fighter-details/a307a10414d0ad00
Tiffany Masters,"5' 3""","65""","Jul 31, 1994",http://ufcstats.com/fighter-details/ca743f96dd2063d5
Gunnar Nelson,"5' 11""","72""","Jul 28, 1988",http://ufcstats.com/fighter-details/fd55393021a8c255
Darrill Schoonover,"6' 2""",--,"Jul 18, 1985",http://ufcstats.com/fighter-details/5a558ba1ff5e9121
Matt Bessette,"5' 10""","70""","Dec 28, 1984",http://ufcstats.com/fighter-details/0b8d512c79b4baf3
Jeremy Hamilton,--,--,"Nov 14, 1984",http://ufcstats.com/fighter-details/7ada6ea792a34424
Jean Silva,"5' 6""",--,"Oct 08, 1977",http://ufcstats.com/fighter-details/9211aae062b799d6
Edivan Santos,"6' 4""","78""","May 03, 1992",http://ufcstats.com/fighter-details/78719f6663ad9160
Andre Mussi,"6' 3""",--,--,http://ufcstats.com/fighter-details/d0d43cb9b14f231c
Ronnie Lawrence,"5' 8""","68""","Jun 13, 1992",http://ufcstats.com/fighter-details/e7e01e266a9d4342
Juan Puerta,"5' 9""","71""","Jan 20, 1988",http://ufcstats.com/fighter-details/fdba548aff9763d9
Hailey Cowan,"5' 8""","67""","Feb 12, 1992",http://ufcstats.com/fighter-details/3c26c420584d912d
Alibi Idiris,"5' 6""","68""","Oct 22, 1994",http://ufcstats.com/fighter-details/30cad5a751adcb48
Rafael Fiziev,"5' 8""","71""","Mar 05, 1993",http://ufcstats.com/fighter-details/c814b4c899793af6
Nate Diaz,"6' 0""","76""","Apr 16, 1985",http://ufcstats.com/fighter-details/8355922d564b152c
Brock Lesnar,"6' 3""","81""","Jul 12, 1977",http://ufcstats.com/fighter-details/513c6f1715e547a8
Maria Rios,"5' 5""",--,"May 31, 1983",http://ufcstats.com/fighter-details/9ec12134b1515f12
Michelle Montague,"5' 9""","68""","Nov 25, 1993",http://ufcstats.com/fighter-details/ca80d72da81d7224
Evan Dunham,"5' 10""","70""","Dec 18, 1981",http://ufcstats.com/fighter-details/e5c9de15bb58b1c6
Bristol Marunde,"6' 1""","75""","Apr 20, 1982",http://ufcstats.com/fighter-details/a17322f99ddfd8e9
Hiromitsu Miura,"5' 9""","71""","Sep 22, 1981",http://ufcstats.com/fighter-details/509697e08673d2e5
Fabio Silva,"5' 11""",--,"Mar 31, 1982",http://ufcstats.com/fighter-details/2ba479b409011527
Adriano Santos,--,--,--,http://ufcstats.com/fighter-details/c6e6926a81adcd00
Jonavin Webb,"5' 10""",--,"Apr 28, 1989",http://ufcstats.com/fighter-details/f40ec51dd4de47c3
Naoya Ogawa,"6' 4""",--,"Mar 31, 1968",http://ufcstats.com/fighter-details/4b2390cfaceb91d8
John Elam,--,--,--,http://ufcstats.com/fighter-details/22d80fb67e50ab0b
Maimaitituoheti Keremuaili,"5' 6""","66""","Mar 18, 1991",http://ufcstats.com/fighter-details/772022b989534f0d
Adam Fugitt,"6' 1""","77""","Jan 12, 1989",http://ufcstats.com/fighter-details/a01a62132460a98d
Alexander Hernandez,"5' 9""","72""","Oct 01, 1992",http://ufcstats.com/fighter-details/262a7d06203657e6
Cung Le,"5' 9""","70""","May 25, 1972",http://ufcstats.com/fighter-details/d4f364dd076bb0e2
Jose Johnson,"6' 0""","71""","May 20, 1995",http://ufcstats.com/fighter-details/84f727cf0166d6f2
Jonatas Novaes,"5' 11""",--,"Mar 02, 1981",http://ufcstats.com/fighter-details/9e8e5c529057fe60
Antonio Arroyo,"6' 3""","73""","Jul 01, 1989",http://ufcstats.com/fighter-details/61fb8098ccf81c7f
Siala Siliga,"6' 1""",--,"Oct 08, 1970",http://ufcstats.com/fighter-details/3cf68c1d17f66af7
Denise Gomes,"5' 2""","63""","Dec 30, 1999",http://ufcstats.com/fighter-details/cffb87059e645bd1
Sho Patrick Usami,"5' 9""","70""","May 08, 2000",http://ufcstats.com/fighter-details/fe30c5f5cc3e028b
Darren Stewart,"6' 0""","74""","Dec 30, 1990",http://ufcstats.com/fighter-details/a17ad5a5048e8c3f
Damon Wilson,"5' 9""","69""","Apr 29, 1993",http://ufcstats.com/fighter-details/81254702b51cc832
Tai Tuivasa,"6' 2""","75""","Mar 16, 1993",http://ufcstats.com/fighter-details/c62fbc117d57b943
Mateo Vogel,"5' 8""","71""","Mar 05, 1996",http://ufcstats.com/fighter-details/90b57b19d20e1969
Nick Maximov,"6' 0""","76""","Dec 23, 1997",http://ufcstats.com/fighter-details/12585614e0ed2626
Gilbert Rael,"5' 8""",--,--,http://ufcstats.com/fighter-details/6cc25d19a891f435
Francesco Maturi,--,--,--,http://ufcstats.com/fighter-details/d3b5ad3b15a64a18
Nate Quarry,"6' 0""","72""","Mar 18, 1972",http://ufcstats.com/fighter-details/52cae54377b433b7
Lee Brousseau,"6' 1""",--,"Oct 04, 1974",http://ufcstats.com/fighter-details/0974d8d4053a7237
Junior Dos Santos,"6' 4""","77""","Jan 30, 1984",http://ufcstats.com/fighter-details/63def5a5662a6917
Andrew Sanchez,"6' 1""","74""","Apr 08, 1988",http://ufcstats.com/fighter-details/fccf811c1e8b01c7
Ariane Carnelossi,"5' 2""","61""","Nov 17, 1992",http://ufcstats.com/fighter-details/c0d5c0c95c59050b
Ricardo Arona,"5' 11""",--,"Jul 17, 1978",http://ufcstats.com/fighter-details/05fbfe628658c538
Maiara Amanajas dos Santos,"5' 5""",--,"Jul 11, 1987",http://ufcstats.com/fighter-details/247fbbfafea60bb1
Marcos Bonilla,"5' 10""",--,--,http://ufcstats.com/fighter-details/d311fbefff44a39b
Cole Smith,"5' 11""","67""","Apr 05, 1989",http://ufcstats.com/fighter-details/56709e66f1c6008f
Willie Gates,"5' 8""","72""","Jan 21, 1987",http://ufcstats.com/fighter-details/6ded9184b2284645
Sergio Gomez,"5' 6""",--,"Apr 29, 1982",http://ufcstats.com/fighter-details/af1e5c64b8663aa0
Ramazan Kuramagomedov,"6' 1""","73""","Aug 23, 1996",http://ufcstats.com/fighter-details/b6a73e6f11a8835c
Li Jingliang,"6' 0""","71""","Mar 20, 1988",http://ufcstats.com/fighter-details/e64b96c07d7ce999
Jarred Brooks,"5' 3""","62""","May 02, 1993",http://ufcstats.com/fighter-details/81d9df19e255b8b6
Scott Lighty,"6' 2""",--,"Oct 15, 1978",http://ufcstats.com/fighter-details/998c8890a8dde1eb
Adli Edwards,--,--,"Aug 28, 1989",http://ufcstats.com/fighter-details/e6904a03a66e711d
Philip Perez,"5' 5""",--,--,http://ufcstats.com/fighter-details/eee8efec7b951d84
Dominik Humburger,--,--,"Jan 03, 1996",http://ufcstats.com/fighter-details/e4cbc82c36e47299
Daniel Frunza,"6' 1""","73""","Apr 13, 1994",http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68
Hidehiko Hasegawa,"5' 9""",--,"Jul 13, 1978",http://ufcstats.com/fighter-details/2a2eeee20ef049cf
Paul Georgieff,"6' 2""",--,"Sep 22, 1982",http://ufcstats.com/fighter-details/2f1700b3a4a09bc7
Todd Butler,"6' 1""",--,--,http://ufcstats.com/fighter-details/3fed746acfd026dd
Dustin Hazelett,"6' 1""","76""","Apr 29, 1986",http://ufcstats.com/fighter-details/a149d6bc670cdb60
Phil Caracappa,"5' 8""","70""","Jun 05, 1992",http://ufcstats.com/fighter-details/bd81a97864acf098
Chris Honeycutt,"5' 10""","73""","Jul 25, 1988",http://ufcstats.com/fighter-details/4d2e3320d815f687
SangWon Kim,"5' 9""","69""","Sep 01, 1993",http://ufcstats.com/fighter-details/e9712cad24948ce1
Sandra Lavado,"5' 7""","66""","May 03, 1994",http://ufcstats.com/fighter-details/aa6da8cb3a26da04
Vinicius Queiroz,"6' 7""",--,"Aug 29, 1983",http://ufcstats.com/fighter-details/2a8502954f49e682
Chance Rencountre,"6' 2""","75""","Dec 31, 1986",http://ufcstats.com/fighter-details/1ddb480b601cefb1
Dante Rivera,"6' 1""",--,"Dec 08, 1974",http://ufcstats.com/fighter-details/288aaa8f82040e02
Klaudia Sygula,"5' 8""","69""","Dec 30, 1998",http://ufcstats.com/fighter-details/9f5e3c20ce40b344
Jared Gordon,"5' 9""","68""","Sep 06, 1988",http://ufcstats.com/fighter-details/7026eca45f65377b
Ben Nguyen,"5' 5""","65""","Aug 03, 1988",http://ufcstats.com/fighter-details/840d2c82ea68b9aa
Victor Hugo,"5' 7""","71""","Nov 22, 1992",http://ufcstats.com/fighter-details/f264ba50b007f39e
Yusuke Kasuya,"5' 7""",--,"Nov 16, 1989",http://ufcstats.com/fighter-details/3058888c33149a53
Paulo Renato Junior,"6' 0""","73""","Jan 25, 1994",http://ufcstats.com/fighter-details/01dfb60661153735
Dong Sik Yoon,"6' 0""",--,"Aug 24, 1972",http://ufcstats.com/fighter-details/ad99fa5325519169
Paul Buentello,"6' 2""","77""","Jan 16, 1974",http://ufcstats.com/fighter-details/f0abbb6f3444dae7
Leo Kuntz,"5' 10""",--,"Oct 03, 1983",http://ufcstats.com/fighter-details/6905d45bd71b50a9
Jason Godsey,"6' 2""",--,"Jan 01, 1964",http://ufcstats.com/fighter-details/5ca158b1cc9cb242
Carlos Hernandez,"5' 8""","67""","Oct 25, 1993",http://ufcstats.com/fighter-details/798e48f9e7f6ba22
Jay Hieron,"6' 0""","75""","Jul 29, 1976",http://ufcstats.com/fighter-details/5bb0a618ad03ac64
Chris Cariaso,"5' 3""","64""","May 27, 1981",http://ufcstats.com/fighter-details/b2e3aca4cd363477
Themba Gorimbo,"6' 1""","77""","Jan 23, 1991",http://ufcstats.com/fighter-details/40f3cb27fc7305a1
Gary Quan,"5' 8""",--,"Apr 11, 1971",http://ufcstats.com/fighter-details/f7b4cbe93f3bac06
Jay Bogan,--,--,--,http://ufcstats.com/fighter-details/53c21779d84ceb75
Derek Campos,"5' 9""",--,"Apr 01, 1988",http://ufcstats.com/fighter-details/aa8dc72b3a1f761c
Abubakar Nurmagomedov,"5' 11""","72""","Nov 13, 1989",http://ufcstats.com/fighter-details/029e1293e609fd74
Yaroslav Amosov,"6' 0""","75""","Sep 09, 1993",http://ufcstats.com/fighter-details/f139d6836efd43dd
Jared Rollins,"5' 9""",--,"Jan 26, 1977",http://ufcstats.com/fighter-details/c4b6099f0d25f75e
Travis Galbraith,"6' 0""",--,"May 18, 1981",http://ufcstats.com/fighter-details/06dc1a58663579d2
Isaiah Hill,"5' 10""",--,--,http://ufcstats.com/fighter-details/86b30a86664cb6e4
Vanessa Melo,"5' 5""","65""","Mar 27, 1988",http://ufcstats.com/fighter-details/9b7dfb3b7d99926a
Pedro Falcao,"5' 6""","66""","Jul 30, 1992",http://ufcstats.com/fighter-details/f7be1db194e03d7e
Rich Bouphanouvong,"5' 7""",--,--,http://ufcstats.com/fighter-details/611b9c068c9e2c44
Miles McDonald,"5' 7""",--,"Aug 13, 1991",http://ufcstats.com/fighter-details/a3f8356ace5e3eb5
Beneil Dariush,"5' 10""","72""","May 06, 1989",http://ufcstats.com/fighter-details/08af939f41b5a57b
Anthony Alves,--,--,--,http://ufcstats.com/fighter-details/bd92cf5da5413d2a
Jafel Filho,"5' 7""","68""","May 05, 1993",http://ufcstats.com/fighter-details/65adf3856c4d9256
Jamelle Jones,"6' 0""","75""","Jan 31, 1988",http://ufcstats.com/fighter-details/1dda22d0ac3d1271
Jesse Lennox,"5' 9""","72""","Mar 10, 1982",http://ufcstats.com/fighter-details/3ae10ac4df3df05c
Young Sam Jung,"5' 8""",--,"Oct 27, 1985",http://ufcstats.com/fighter-details/13104eaed3ae96c3
Logan Nail,--,--,"Jun 20, 1989",http://ufcstats.com/fighter-details/47e0b5833e6bc91a
Koji Oishi,"5' 8""",--,"May 31, 1977",http://ufcstats.com/fighter-details/01daf32100ed7517
Djani Barbir,"6' 3""","79""","Aug 09, 1997",http://ufcstats.com/fighter-details/d4baaa0630bf5798
David Hood,"6' 0""",--,--,http://ufcstats.com/fighter-details/5af480a3b2e1726b
Ron Keslar,--,--,"Apr 17, 1980",http://ufcstats.com/fighter-details/b84f34b425dfd24b
Yan Pellerin,"5' 11""",--,"Mar 20, 1980",http://ufcstats.com/fighter-details/bfe95ec546692b13
Randall Wallace,"5' 11""","73""","Mar 01, 1989",http://ufcstats.com/fighter-details/95cf6be9071e68b0
Sam Sicilia,"5' 8""","67""","Feb 01, 1986",http://ufcstats.com/fighter-details/b8aef0faf4ce9b31
Danny Sabatello,"5' 10""","71""","Mar 31, 1993",http://ufcstats.com/fighter-details/cb7ee07982de2a28
Jerome LeBanner,"6' 3""",--,"Dec 26, 1972",http://ufcstats.com/fighter-details/2d0b10789feafddb
Marcelo Golm,"6' 3""","75""","Sep 15, 1992",http://ufcstats.com/fighter-details/ac29d508d78384c9
Dhiego Lima,"6' 2""","75""","Jan 31, 1989",http://ufcstats.com/fighter-details/e9213f53ddeca978
Parker Porter,"6' 0""","75""","Apr 22, 1985",http://ufcstats.com/fighter-details/ac40f7e3cbecdda4
Jeremy Umphries,--,--,--,http://ufcstats.com/fighter-details/4793a2d90f5ab8ae
Warlley Alves,"5' 11""","72""","Jan 04, 1991",http://ufcstats.com/fighter-details/d317a5e2b3f88c5f
Ariane da Silva,"5' 6""","67""","Jan 26, 1994",http://ufcstats.com/fighter-details/6551c64fbcd1a467
Jean Francois Lenogue,"6' 0""",--,"Nov 29, 1972",http://ufcstats.com/fighter-details/e60201cfab7d656d
Kyoji Horiguchi,"5' 4""","63""","Oct 12, 1990",http://ufcstats.com/fighter-details/98aa60cf58071fd6
Masakazu Imanari,"5' 4""",--,"Feb 10, 1976",http://ufcstats.com/fighter-details/a4dd5c9a75763295
Wagner Silva,"6' 0""",--,"Feb 07, 1987",http://ufcstats.com/fighter-details/fb79582c410d049e
Sherron Leggett,"5' 8""",--,"Oct 27, 1978",http://ufcstats.com/fighter-details/4f670b7972fa0a2e
Austin Springer,"5' 8""","71""","May 12, 1987",http://ufcstats.com/fighter-details/37cc294027f55e4d
Rob McCullough,"5' 9""","69""","May 26, 1977",http://ufcstats.com/fighter-details/11e3fd7546359fc5
Nick Diaz,"6' 1""","76""","Aug 02, 1983",http://ufcstats.com/fighter-details/f57a8a52ca401ed9
Kyler Phillips,"5' 8""","72""","Jun 12, 1995",http://ufcstats.com/fighter-details/60425d07ef4b91a7
Gabriel Santos,"5' 9""","70""","Nov 28, 1996",http://ufcstats.com/fighter-details/f2f140ce7532e327
Juan Miranda,--,--,--,http://ufcstats.com/fighter-details/be8ad887e4d674b0
Harry Hardwick,"5' 8""","71""","Sep 29, 1994",http://ufcstats.com/fighter-details/2dbc60c52de126d8
Pedro Otavio,"6' 3""",--,"Dec 17, 1967",http://ufcstats.com/fighter-details/4512e46543b960ad
Brad Kohler,"5' 9""",--,"May 26, 1964",http://ufcstats.com/fighter-details/13c4313ed0f744f3
Danielle Taylor,"5' 0""","60""","Oct 25, 1989",http://ufcstats.com/fighter-details/b76c6268dc1d3c05
Branden Lee Hinkle,"6' 3""",--,"Jul 29, 1973",http://ufcstats.com/fighter-details/06f0ffa6446c5b6d
Wagner Campos,"5' 6""",--,"Jul 31, 1981",http://ufcstats.com/fighter-details/db6d5f691aea3fd3
Ryan LaFlare,"6' 1""","74""","Oct 01, 1983",http://ufcstats.com/fighter-details/4c7781da8c6cae93
Aaron Rosa,"6' 4""","77""","May 28, 1983",http://ufcstats.com/fighter-details/11f8860028b68fcf
Anatoly Tokov,"5' 10""",--,"Feb 17, 1990",http://ufcstats.com/fighter-details/679ae8c4fd022c6b
Felipe Bunes,"5' 7""","69""","Oct 29, 1989",http://ufcstats.com/fighter-details/53c10176e3bc7416
Roman Zentsov,"6' 1""",--,"Sep 10, 1973",http://ufcstats.com/fighter-details/3144121470023e9a
Christopher Alvidrez,"6' 0""","74""","Dec 27, 1996",http://ufcstats.com/fighter-details/f4abf9aeda861283
Jimmy Ambriz,"6' 2""",--,"Jan 26, 1970",http://ufcstats.com/fighter-details/c912f676692c353a
Bethe Correia,"5' 5""","64""","Jun 22, 1983",http://ufcstats.com/fighter-details/673ea7dcc786b1b3
Jamall Emmers,"5' 10""","74""","Jul 24, 1989",http://ufcstats.com/fighter-details/e00a3dee329a51f7
Felipe Lima,"5' 6""","68""","May 07, 1998",http://ufcstats.com/fighter-details/9256f591b30c073e
Chandler Cole,"5' 10""","72""","Jan 09, 1995",http://ufcstats.com/fighter-details/5d8a9c95af50280a
Joao Elias,"5' 3""","64""","Jan 08, 1995",http://ufcstats.com/fighter-details/1a064688481f66e1
Jimmy Quinlan,"6' 0""",--,"May 25, 1986",http://ufcstats.com/fighter-details/ddbe4fa2ea573393
Paul Sass,"6' 0""","73""","Aug 04, 1988",http://ufcstats.com/fighter-details/7b143a54451263d9
Renato Verissimo,"6' 1""",--,"Aug 03, 1973",http://ufcstats.com/fighter-details/c24b1db4b809d41b
Lemont Davis,"5' 8""",--,--,http://ufcstats.com/fighter-details/a993ef2dd36cea5f
Jonathan Goulet,"6' 0""","73""","Jul 13, 1979",http://ufcstats.com/fighter-details/fb1538b46877a695
Maycee Barber,"5' 5""","65""","May 18, 1998",http://ufcstats.com/fighter-details/6a740daf1b279661
Stephen Ledbetter,"5' 9""",--,"Jun 30, 1982",http://ufcstats.com/fighter-details/56ec58954158966a
Ivan Jorge,"5' 9""","73""","Nov 07, 1980",http://ufcstats.com/fighter-details/19db7ac26308178f
Jailton Almeida,"6' 3""","79""","Jun 26, 1991",http://ufcstats.com/fighter-details/41e83a89929d1327
Isao Kobayashi,"5' 8""",--,"Oct 28, 1988",http://ufcstats.com/fighter-details/a02652d063ef5baa
Jordan Mein,"6' 0""","73""","Oct 10, 1989",http://ufcstats.com/fighter-details/2aa49b3766a59bcd
Seth Petruzelli,"6' 0""","76""","Dec 03, 1979",http://ufcstats.com/fighter-details/93b9496275bbbf80
George Sullivan,"6' 0""","73""","Mar 13, 1981",http://ufcstats.com/fighter-details/6c7e25571490aa3b
Pietro Menga,"5' 7""","68""","Feb 15, 1988",http://ufcstats.com/fighter-details/869d68b5383131fd
Shavkat Rakhmonov,"6' 1""","77""","Oct 23, 1994",http://ufcstats.com/fighter-details/01afe0916a40c7c5
Aliaskhab Khizriev,"5' 9""","74""","Aug 24, 1990",http://ufcstats.com/fighter-details/7ab478c397cd68ef
Anthony Ivy,"6' 2""","74""","Jan 23, 1990",http://ufcstats.com/fighter-details/3c5005b66696d790
Mashrabjon Ruzibaev,"5' 8""","67""","Feb 16, 1996",http://ufcstats.com/fighter-details/e5a898f2a1afec67
Ido Pariente,"5' 8""",--,"Aug 31, 1978",http://ufcstats.com/fighter-details/7573d25a078b5732
Ramiro Jimenez,"5' 9""","73""","Jan 16, 1999",http://ufcstats.com/fighter-details/1c02b964466c10e4
Alan Jouban,"6' 0""","73""","Nov 25, 1981",http://ufcstats.com/fighter-details/cf65d56b0755ed3b
Gina Mazany,"5' 6""","68""","Aug 19, 1988",http://ufcstats.com/fighter-details/016a8d958883167c
YoungJae Song,"5' 7""","70""","Jan 03, 1996",http://ufcstats.com/fighter-details/0efb0d4ebb950fcb
Cole Escovedo,"5' 7""","72""","Aug 30, 1981",http://ufcstats.com/fighter-details/5df17b3620145578
Michael Oliveira,"6' 1""","78""","Jan 21, 1998",http://ufcstats.com/fighter-details/037cfd34a27d59e9
Jose Palacios,"5' 9""",--,"Nov 10, 1982",http://ufcstats.com/fighter-details/de20ffb3fc2e7629
Carl Seumanutafa,"6' 1""",--,"Jun 15, 1983",http://ufcstats.com/fighter-details/dadaeb402526dca5
James Thompson,"6' 5""",--,"Dec 16, 1978",http://ufcstats.com/fighter-details/9e30f69cc0869301
Reza Nasri,"5' 11""",--,--,http://ufcstats.com/fighter-details/d41937647eae9a34
Sumudaerji,"5' 8""","72""","Jan 20, 1996",http://ufcstats.com/fighter-details/3cf18e01cb6cbde3
Malik Lewis,"6' 0""","75""","Mar 04, 1996",http://ufcstats.com/fighter-details/f60dbe6e05489c4f
Arthur Lopes,"6' 2""","77""","Feb 17, 1993",http://ufcstats.com/fighter-details/2aa481e98185e261
Thiago Alves,"5' 9""","70""","Oct 03, 1983",http://ufcstats.com/fighter-details/31ee470ef5dc8d7f
Omari Akhmedov,"6' 0""","73""","Oct 12, 1987",http://ufcstats.com/fighter-details/16690d100f995f8f
Dave Cochran,"5' 6""",--,"May 10, 1973",http://ufcstats.com/fighter-details/6dbb1107de9a4a08
Rich Franklin,"6' 1""","76""","Oct 05, 1974",http://ufcstats.com/fighter-details/d897897060f10a3a
Chris Indich,"5' 10""",--,"Apr 22, 1987",http://ufcstats.com/fighter-details/d5b7fac960e58920
Alptekin Ozkilic,"5' 5""","65""","Mar 27, 1986",http://ufcstats.com/fighter-details/e18a19001a3f7c7d
Carl Deaton,"5' 7""","69""","Nov 24, 1989",http://ufcstats.com/fighter-details/914a897455693650
William Gomis,"6' 0""","73""","Jun 13, 1997",http://ufcstats.com/fighter-details/e1d40e8782d80bc2
John Allan,"6' 1""","75""","Feb 22, 1993",http://ufcstats.com/fighter-details/6ebe96a116e79e52
Mike King,"6' 3""",--,"Aug 04, 1983",http://ufcstats.com/fighter-details/564c2f5f9eb45d67
Nghiem Van Y,"5' 7""","68""","May 15, 1999",http://ufcstats.com/fighter-details/fd08d6536b7b91f0
Al Iaquinta,"5' 10""","70""","Apr 30, 1987",http://ufcstats.com/fighter-details/59279a7c978f7da0
Damian Pinas,"6' 1""","79""","Mar 12, 2002",http://ufcstats.com/fighter-details/fdd22e895a70e4a8
Alejandro Perez,"5' 6""","67""","Sep 02, 1989",http://ufcstats.com/fighter-details/80daefbed11ce998
Kristian Rothaermel,"6' 0""",--,"Jan 31, 1972",http://ufcstats.com/fighter-details/af49a6c491ca22a3
Gleristone Santos,"5' 9""",--,"Aug 20, 1988",http://ufcstats.com/fighter-details/d12ee718fb35c35c
Zach Zane,"5' 7""","69""","Dec 14, 1989",http://ufcstats.com/fighter-details/cc3878d1ab41a5fa
Nikolay Veretennikov,"6' 1""","74""","Dec 22, 1989",http://ufcstats.com/fighter-details/0f1efce7d2571d10
Roger Narvaez,"6' 3""",--,"Sep 09, 1983",http://ufcstats.com/fighter-details/3a12a2f096a6d975
Caio Machado,"6' 4""","78""","Jul 20, 1994",http://ufcstats.com/fighter-details/89839250eb25c9c1
Will Brooks,"5' 10""","72""","Oct 08, 1986",http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Kuya Ito,"5' 5""","66""","Oct 07, 1996",http://ufcstats.com/fighter-details/f647247f0d9f3b50
Yura Naito,"6' 0""","74""","Apr 26, 1996",http://ufcstats.com/fighter-details/50c469e0cb73be10
